tiki_product_id,default_id
125182567,1
273947792,2
217640502,3
252586291,4
184036446,5
184059211,6
183330021,7
57809866,8
217645692,9
273559020,10
173387789,11
217706932,12
120295859,13
123345348,14
184248127,15
163914808,16
43924153,17
271362153,18
198111545,19
204237269,20
181977398,21
139632023,22
121744434,23
31261844,24
73842403,25
197654695,26
197652030,27
189466001,28
197960169,29
11415485,30
125590981,31
270794184,32
170165701,33
150724369,34
173557858,35
172329599,36
168526284,37
184578632,38
42333095,39
195317118,40
29931445,41
181266509,42
181452535,43
140940220,44
167466044,45
167465704,46
170448099,47
74776150,48
144200408,49
197666071,50
117929342,51
11251711,52
16521748,53
4048581,54
23142193,55
128895957,56
118486668,57
140184098,58
192859201,59
181918564,60
125753416,61
197966909,62
176909016,63
162866839,64
155833852,65
143359355,66
192694043,67
125753291,68
72290345,69
151463645,70
72310352,71
72310420,72
185755283,73
160450655,74
136876846,75
148701811,76
193366048,77
158895857,78
140144656,79
47292697,80
197651936,81
197907038,82
84757299,83
147969070,84
31820638,85
196760330,86
37289936,87
4048043,88
273227290,89
171852890,90
196176544,91
181216830,92
29440849,93
21317020,94
188030974,95
4059671,96
170727305,97
169651533,98
174085242,99
14508445,100
157835051,101
257866809,102
11110653,103
140747649,104
121154009,105
11376644,106
215125094,107
113475741,108
94453667,109
197905982,110
52326343,111
54882670,112
55197731,113
156222386,114
117347869,115
16518032,116
54989813,117
54683561,118
125171841,119
15428119,120
52481412,121
23865953,122
148696890,123
182850918,124
172537996,125
177212711,126
29446449,127
252884859,128
274440344,129
271822675,130
160434731,131
215097578,132
249730344,133
53380152,134
197902452,135
251772653,136
153581568,137
274639765,138
262908601,139
262589811,140
192348147,141
273388474,142
273366296,143
245770363,144
249178196,145
252073075,146
224873580,147
255866251,148
273411988,149
274191773,150
274019932,151
272555368,152
213931247,153
274544634,154
273360836,155
249890023,156
261965186,157
270707514,158
253443894,159
273640492,160
244355503,161
249168949,162
121059239,163
273897590,164
271730109,165
273664463,166
273244815,167
247823537,168
258330471,169
252865847,170
274498287,171
273955111,172
270636882,173
274116886,174
273016223,175
274506430,176
204671569,177
249955152,178
274536294,179
271290719,180
273373420,181
242434782,182
204872160,183
270074304,184
197214029,185
274101262,186
273685412,187
274762212,188
270978486,189
274568845,190
273942001,191
273127929,192
153581522,193
270832077,194
257861524,195
168320000,196
191689878,197
164697930,198
55512044,199
1000540,200
130461472,201
35043549,202
435759,203
97551646,204
1000534,205
59143353,206
20088686,207
272847939,208
967303,209
24026125,210
134516823,211
118799008,212
273866422,213
76404389,214
169522868,215
116447512,216
24028050,217
498703,218
685882,219
155646584,220
87483010,221
573673,222
1000532,223
532984,224
34537694,225
88924596,226
88949154,227
23957552,228
95269395,229
145976954,230
57044932,231
6840059,232
59143355,233
32030382,234
498670,235
24030105,236
135328953,237
10054452,238
117836946,239
23957447,240
175953067,241
88924594,242
159387940,243
98276143,244
24028484,245
453774,246
104142416,247
173164598,248
249054309,249
47961612,250
543122,251
68268748,252
1744997,253
147246867,254
182709739,255
17888580,256
77858363,257
135328955,258
95269446,259
43191092,260
43191091,261
103388249,262
106307519,263
168662602,264
61292593,265
142115663,266
88949156,267
730944,268
48964146,269
7827140,270
146556777,271
274034133,272
175953079,273
82525136,274
25027164,275
145677986,276
175953065,277
115483434,278
52774130,279
88949150,280
105901380,281
84705786,282
146555381,283
114958267,284
68925517,285
158887692,286
49884598,287
184597571,288
2173355,289
76372614,290
6632811,291
61290431,292
54619802,293
85239904,294
57302858,295
86155733,296
270229665,297
61285745,298
19944439,299
53210144,300
6464021,301
152469540,302
50131768,303
88928340,304
435891,305
20088701,306
79672168,307
25769067,308
66615105,309
6464017,310
17114404,311
115483218,312
104131972,313
88928273,314
145512639,315
71080136,316
76072139,317
170331247,318
95082968,319
249030271,320
543129,321
10054502,322
129577440,323
91205731,324
10021552,325
104140783,326
29540357,327
97846795,328
6464033,329
53039237,330
76507811,331
412772,332
109882431,333
95269416,334
146499353,335
19944519,336
214238333,337
17459641,338
118253848,339
82482707,340
74973224,341
25026925,342
89144736,343
54477959,344
164075691,345
103881069,346
196757806,347
67729762,348
34537693,349
20088699,350
116448455,351
122234661,352
115483438,353
125628724,354
95269415,355
67546214,356
117720148,357
273235757,358
105356858,359
3708857,360
130015080,361
115483446,362
56957583,363
130470106,364
66065160,365
32835143,366
59196226,367
66767666,368
196154500,369
80367865,370
102459754,371
173164596,372
78989144,373
73661266,374
48494290,375
66193472,376
84999798,377
44140382,378
24510746,379
168662079,380
412763,381
187216804,382
53281844,383
187636884,384
142422033,385
129540643,386
213517312,387
182709864,388
262974809,389
113864742,390
44246534,391
118288089,392
119706884,393
10021580,394
7250239,395
138581421,396
107935064,397
104341333,398
108598576,399
150565149,400
109372981,401
108753317,402
102432143,403
8420031,404
684651,405
630207,406
173550857,407
48537880,408
72825272,409
72543784,410
52293499,411
102431931,412
274160498,413
190860235,414
1644719,415
4701559,416
273310816,417
3480333,418
72286199,419
66512832,420
117837049,421
532619,422
117837053,423
1563563,424
24352990,425
57588481,426
186272720,427
20366631,428
33414955,429
414764,430
79410098,431
36626940,432
147903536,433
31276266,434
31252905,435
22095571,436
185860447,437
11755648,438
20882633,439
392067,440
794609,441
35216213,442
10597625,443
48025254,444
885374,445
59479717,446
36785535,447
71159586,448
68771348,449
48962414,450
104850983,451
113271935,452
52087357,453
1908441,454
166124677,455
66663092,456
11413192,457
33494725,458
37455760,459
127046577,460
104908436,461
2138525,462
31252925,463
114680033,464
57921973,465
900908,466
558109,467
20831735,468
273600804,469
216353939,470
79855873,471
50722604,472
78488079,473
16934551,474
73325952,475
2386315,476
77767851,477
242411227,478
22095575,479
36627517,480
68258241,481
157950027,482
187938785,483
140950114,484
107223590,485
63564217,486
108020412,487
44996545,488
99380493,489
174186211,490
57790305,491
41095382,492
42648351,493
56048866,494
91023317,495
113633607,496
106053875,497
60824784,498
147903537,499
2393139,500
71111211,501
448842,502
35597937,503
9483224,504
35035538,505
179237419,506
65221065,507
2365901,508
114750893,509
20831639,510
183484077,511
38041512,512
214154250,513
72285990,514
124481286,515
74173695,516
113274611,517
147981051,518
40307233,519
900834,520
109393205,521
70832055,522
650250,523
984199,524
126131828,525
66623055,526
1695753,527
57588479,528
188049859,529
658092,530
46134873,531
48191840,532
6774373,533
20701352,534
166524882,535
31502012,536
4526261,537
170658293,538
76016726,539
53758851,540
445000,541
2394877,542
182139555,543
88249851,544
161017652,545
137727744,546
46476944,547
63560677,548
141673652,549
6772415,550
78625780,551
456050,552
20373507,553
126734433,554
27577963,555
87960372,556
15398266,557
185248203,558
73230349,559
134333386,560
11502504,561
187284937,562
132847951,563
253190854,564
67012257,565
162841495,566
212981956,567
36627593,568
169561154,569
7270329,570
2635459,571
59262620,572
2498045,573
165045880,574
48972911,575
81676555,576
178462954,577
51998725,578
178462936,579
162177652,580
2241935,581
68942787,582
174085836,583
90524877,584
27577966,585
133815741,586
26031273,587
184973099,588
163825477,589
137543567,590
194479808,591
109298151,592
187345103,593
181359411,594
137851814,595
130412385,596
127907978,597
73090080,598
403438,599
795679,600
169604123,601
444297,602
158746240,603
166340890,604
137864140,605
3611017,606
112328914,607
262731552,608
203757099,609
73124602,610
83412126,611
53789448,612
99868980,613
84566545,614
33067171,615
58804363,616
169848307,617
71890908,618
92453371,619
54484578,620
53583472,621
94778000,622
56941523,623
99994000,624
17423771,625
73125530,626
11488920,627
104270135,628
2119173,629
186558014,630
184126392,631
48045630,632
92521124,633
122692850,634
52574827,635
2119169,636
107961500,637
892121,638
187636657,639
273624233,640
71178441,641
116819040,642
90531871,643
173211404,644
3480627,645
46202190,646
120552065,647
122700651,648
146262084,649
21441057,650
78025846,651
94724913,652
1024190,653
119195755,654
241804451,655
177610565,656
182971940,657
92385690,658
57867024,659
73147684,660
165013585,661
54145105,662
32328782,663
1399571,664
106457363,665
163550425,666
115092053,667
147265074,668
119203295,669
84886093,670
183907622,671
119030223,672
185910176,673
98562149,674
71924330,675
112321595,676
186627908,677
57806524,678
143841853,679
52756206,680
138952791,681
181410158,682
52504270,683
892141,684
1651191,685
104680895,686
153066085,687
58357614,688
184245786,689
64988886,690
122911188,691
273244363,692
200960836,693
14681534,694
52484490,695
46163430,696
173732608,697
165256438,698
162548473,699
36560504,700
149617968,701
75664370,702
127031393,703
148713415,704
131407951,705
34818286,706
128969410,707
71206737,708
110001215,709
117353723,710
63051860,711
174236741,712
56336206,713
2153015,714
2151853,715
44620765,716
118858137,717
104110135,718
57999394,719
138507381,720
149573787,721
52187161,722
10227148,723
75615959,724
74396976,725
165404269,726
180378151,727
189491905,728
3490669,729
121396300,730
17593518,731
10032000,732
147806385,733
134853381,734
162526068,735
77775165,736
57945711,737
949687,738
178783625,739
102488853,740
206485076,741
52578184,742
57867023,743
110894852,744
82875291,745
12030860,746
19298165,747
55900887,748
14640240,749
467912,750
179370829,751
114204740,752
53518638,753
21101765,754
3927949,755
199728521,756
121602582,757
55669191,758
68716605,759
13309367,760
144752155,761
35905855,762
58002786,763
137671794,764
71111080,765
195852183,766
3677799,767
48510374,768
51476716,769
696495,770
193433927,771
210760574,772
45300792,773
52885368,774
69929041,775
41430891,776
54130086,777
55365176,778
155794592,779
54686184,780
85029598,781
7114709,782
56880195,783
71999229,784
53973090,785
35058677,786
578967,787
141246639,788
106208909,789
217714140,790
87873126,791
51662145,792
114789036,793
58828647,794
161225352,795
134582052,796
178068438,797
48055150,798
51554889,799
19719366,800
11203853,801
110756858,802
41886085,803
54122078,804
22081865,805
16166750,806
104050175,807
273357490,808
119285172,809
176021609,810
176021614,811
183058686,812
82700777,813
82700818,814
186677676,815
95312684,816
176021615,817
272915390,818
199601906,819
157059924,820
107126779,821
82700793,822
106002718,823
177320879,824
82700848,825
97758054,826
205818411,827
143861102,828
197778943,829
198430853,830
78032841,831
74855108,832
187657697,833
193345737,834
44248342,835
84446029,836
132171331,837
178062830,838
83907537,839
95877962,840
101439243,841
70816541,842
106765137,843
172926829,844
21164740,845
171760300,846
160221521,847
180347781,848
73243081,849
193345618,850
45600236,851
193920267,852
55042458,853
42712220,854
84721263,855
173015547,856
88000356,857
106782807,858
11339281,859
172998034,860
82695200,861
146635373,862
112686727,863
72298386,864
108365031,865
116150083,866
165193110,867
97705793,868
172917864,869
82874281,870
97681797,871
96305953,872
47868710,873
74342785,874
83757503,875
166530485,876
144870196,877
71929064,878
180931684,879
109687196,880
73250348,881
51033486,882
45347477,883
72030136,884
157054985,885
182148167,886
174086636,887
83812939,888
144324230,889
36904256,890
112815972,891
169831933,892
145289939,893
106750367,894
74844904,895
166532192,896
111646610,897
95142133,898
82704606,899
120519525,900
169135603,901
84574514,902
59205628,903
181247408,904
184521972,905
70738824,906
106756612,907
105657199,908
146222727,909
163477532,910
119239576,911
111694609,912
167957548,913
146365730,914
190538075,915
102121667,916
166531902,917
151898685,918
189181218,919
97033776,920
105393105,921
54619232,922
82700771,923
180590012,924
134416711,925
28390948,926
102508214,927
103433177,928
160819392,929
216199950,930
176184092,931
58255254,932
145802049,933
82865098,934
72005544,935
97685241,936
72204483,937
172920086,938
111058227,939
82875023,940
115643270,941
187657313,942
154135275,943
37833320,944
107540897,945
140212788,946
171929698,947
13894753,948
121258407,949
13745082,950
165211929,951
172666766,952
192801978,953
82916256,954
70662805,955
1818717,956
86881186,957
142994617,958
142994619,959
82698680,960
106987516,961
166537332,962
165206693,963
42735160,964
148640368,965
73929481,966
197830004,967
181247667,968
273023956,969
170831596,970
73832910,971
199059670,972
170499291,973
16239211,974
107353638,975
102782853,976
95049498,977
172665283,978
55279177,979
82704547,980
186677617,981
182601565,982
167598351,983
73390971,984
56112479,985
97708021,986
146635392,987
51020524,988
193904238,989
1921261,990
14436268,991
95112933,992
102394898,993
88913399,994
178509253,995
82700704,996
173449732,997
184311838,998
74163057,999
116150095,1000
92145164,1001
196596468,1002
71923579,1003
90174963,1004
9982241,1005
98280452,1006
57942548,1007
72225788,1008
86873994,1009
109224752,1010
176881225,1011
189737693,1012
155924226,1013
97732361,1014
181248536,1015
193910202,1016
58493562,1017
113568856,1018
273908702,1019
110850007,1020
273908828,1021
201437484,1022
109393113,1023
123836523,1024
73179180,1025
73315307,1026
273908414,1027
273906522,1028
273906695,1029
273891515,1030
273900797,1031
142439870,1032
143957287,1033
1935009,1034
146266186,1035
72796676,1036
273380922,1037
145613865,1038
102391960,1039
216238849,1040
135284107,1041
123838761,1042
174593826,1043
299431,1044
158868703,1045
76480235,1046
102782859,1047
134364129,1048
56859344,1049
389145,1050
172146754,1051
174593860,1052
1059892,1053
71672203,1054
123847933,1055
36007224,1056
123518348,1057
19419738,1058
88798139,1059
162772687,1060
137864606,1061
299461,1062
1060082,1063
171657209,1064
3671793,1065
71091864,1066
56889347,1067
174593840,1068
161007768,1069
181772131,1070
170273830,1071
15251528,1072
176752662,1073
56608719,1074
13119283,1075
123843835,1076
63912442,1077
73324095,1078
76067387,1079
167528098,1080
80857582,1081
359484,1082
179541784,1083
191502436,1084
74343712,1085
154835064,1086
67517393,1087
56049649,1088
112287571,1089
44232101,1090
145495427,1091
107071890,1092
112087792,1093
192977208,1094
195300861,1095
107067035,1096
53977774,1097
111978854,1098
88796437,1099
111484548,1100
35420153,1101
132144149,1102
49658272,1103
133637826,1104
194458001,1105
127695415,1106
169196334,1107
78010530,1108
195305655,1109
24865067,1110
128678712,1111
26029929,1112
52945747,1113
201437397,1114
637038,1115
191684818,1116
193209851,1117
195277333,1118
192364741,1119
95085073,1120
68985833,1121
188998014,1122
189474023,1123
87675294,1124
28324579,1125
107338360,1126
117987260,1127
1517005,1128
125652874,1129
88796298,1130
87106876,1131
91013563,1132
126032985,1133
53547831,1134
895314,1135
110169574,1136
111983048,1137
135410778,1138
199165708,1139
72540740,1140
104268199,1141
360660,1142
137827548,1143
191817608,1144
116125939,1145
270767050,1146
111748361,1147
52602232,1148
51059393,1149
126998612,1150
13781962,1151
86018342,1152
158868825,1153
7734288,1154
115847303,1155
195998782,1156
95681232,1157
97034068,1158
3416201,1159
96595575,1160
150205187,1161
68467585,1162
356188,1163
71291990,1164
115105801,1165
73261935,1166
54616399,1167
148813604,1168
148824604,1169
4539349,1170
1457747,1171
175104946,1172
183119284,1173
195977274,1174
135412837,1175
22633043,1176
130084156,1177
138489704,1178
162028506,1179
52769271,1180
5511229,1181
131338682,1182
122393354,1183
126003,1184
72008056,1185
87740824,1186
10784603,1187
19336345,1188
161541791,1189
136042337,1190
130172342,1191
168122417,1192
147125769,1193
191501918,1194
145124952,1195
33651679,1196
45579046,1197
72818491,1198
25410296,1199
900466,1200
75655835,1201
87107826,1202
112984330,1203
36729773,1204
103637245,1205
3237483,1206
74165192,1207
192127239,1208
180912,1209
47470738,1210
20600692,1211
87108370,1212
73822516,1213
57282867,1214
20075565,1215
184783198,1216
69238917,1217
195531282,1218
77673897,1219
1011253,1220
187118836,1221
130448805,1222
194193205,1223
50317255,1224
49451282,1225
95020761,1226
142235049,1227
189928661,1228
181997844,1229
105328503,1230
102387065,1231
96616121,1232
3665433,1233
50819880,1234
178639727,1235
155130197,1236
163870563,1237
198498487,1238
181997658,1239
147969040,1240
72637459,1241
130211300,1242
110646106,1243
171125391,1244
198498515,1245
155130091,1246
163870709,1247
163870616,1248
163870682,1249
52601387,1250
1254583,1251
892527,1252
156224243,1253
219138799,1254
183051292,1255
892525,1256
28035643,1257
77280988,1258
2250775,1259
48122001,1260
107234723,1261
187642488,1262
225171842,1263
130315614,1264
77281216,1265
194033373,1266
163715837,1267
3642617,1268
107458574,1269
73091423,1270
151424262,1271
167209871,1272
142268971,1273
270483515,1274
42758063,1275
111589434,1276
142671571,1277
84132267,1278
184476149,1279
196232956,1280
72557905,1281
140859956,1282
109580095,1283
10002284,1284
7101469,1285
215052995,1286
273699765,1287
274690091,1288
274685324,1289
134505835,1290
76474280,1291
154856554,1292
128858051,1293
19749769,1294
181997475,1295
181996931,1296
247853564,1297
247853588,1298
182603681,1299
76474213,1300
68758301,1301
51511284,1302
22434683,1303
81578941,1304
186495714,1305
21076785,1306
71537490,1307
9953493,1308
77917419,1309
122437266,1310
102787832,1311
21600343,1312
69139354,1313
99659311,1314
106919267,1315
96018406,1316
6866413,1317
75337304,1318
48894428,1319
72103308,1320
272128944,1321
144751545,1322
74448331,1323
50392581,1324
187183943,1325
94715515,1326
115651541,1327
109123711,1328
32701624,1329
164320898,1330
149244048,1331
158716928,1332
3668317,1333
79410919,1334
49472693,1335
32833612,1336
174217849,1337
165996775,1338
184987595,1339
184591748,1340
65475914,1341
179808916,1342
58244258,1343
196009852,1344
1389309,1345
3770565,1346
3217923,1347
20586643,1348
144223197,1349
140575066,1350
31513611,1351
69107170,1352
134841871,1353
193062656,1354
157332833,1355
51511276,1356
157414875,1357
42347550,1358
115599472,1359
174215183,1360
177301568,1361
261984310,1362
193567295,1363
1219669,1364
129727713,1365
193579409,1366
184085211,1367
142656978,1368
92982475,1369
270677877,1370
147783943,1371
182580168,1372
2872041,1373
107458507,1374
22974266,1375
109000240,1376
88003352,1377
82103333,1378
160907624,1379
177479009,1380
48884880,1381
38357272,1382
145466956,1383
44259453,1384
176733663,1385
164554380,1386
3262161,1387
105829392,1388
140533304,1389
178114569,1390
28108147,1391
76379559,1392
109889040,1393
58618778,1394
164554217,1395
48905197,1396
98029897,1397
48905443,1398
63818025,1399
178082163,1400
21731409,1401
36273203,1402
46825423,1403
137001339,1404
122392994,1405
51511288,1406
183562223,1407
135344289,1408
125889433,1409
129228638,1410
128935254,1411
152856446,1412
56197070,1413
56318825,1414
192117424,1415
178832716,1416
147080186,1417
116768956,1418
73521963,1419
156632384,1420
173671769,1421
102445056,1422
56104928,1423
165707326,1424
106225531,1425
144197271,1426
78017031,1427
193568479,1428
16287857,1429
10152416,1430
19748905,1431
52696657,1432
